x-coordinate,y-coordinate,Similarity_score
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_3323.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9684.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8996.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6571.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_3289.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_3773.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_2861.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_3266.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8979.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10319.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9391.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_875.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6064.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4059.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_3636.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_2924.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10749.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6434.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4409.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_2477.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8580.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5648.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_7675.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_176.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6967.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_2027.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_526.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5218.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_7225.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9112.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1522.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5832.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4720.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10460.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9542.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5998.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1172.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1488.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4370.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10030.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10899.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9811.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8703.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5131.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8353.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1871.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5561.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10933.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_7049.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5074.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9954.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8646.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_7419.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5424.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10876.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8216.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1934.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_3909.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5977.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4665.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6658.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10525.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9057.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1467.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4235.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6208.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10175.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9407.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1037.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_3724.json,0.5
